Core,ID,area,zone,transect,camera,Year ,index_y,Month,Day,Season,Age Class,Symbol,Brood size,MaleChick,FemaleChick
13,20191230-DPNHSCT4-IMAG0125,DPN,Interior,HS,CT4,2019,1,12,30,Breeding,Single Female,F,0,0,0
43,20191213-DPNHSCT5-IMAG0079,DPN,Interior,HS,CT5,2019,1,12,13,Breeding,Single Female,F,0,0,0
45,20191218-DPNHSCT5-IMAG0091,DPN,Interior,HS,CT5,2019,1,12,18,Breeding,Single Female,F,0,0,0
199,20191127-DPNHSKCT4-IMAG0136,DPN,Interior,HSK,CT4,2019,1,11,27,Breeding,Single Female,F,0,0,0
201,20190828-DPNHSKCT4-IMAG0147,DPN,Interior,HSK,CT4,2019,1,11,28,Breeding,Single Female,F,0,0,0
202,20190828-DPNHSKCT4-IMAG0186,DPN,Interior,HSK,CT4,2019,1,11,28,Breeding,Single Female,F,0,0,0
355,20191213-DPNMMRCT2-IMAG0074,DPN,Edge,MMR,CT2,2019,1,12,13,Breeding,Single Female,F,0,0,0
356,20191216-DPNMMRCT2-IMAG0084,DPN,Edge,MMR,CT2,2019,1,12,16,Breeding,Single Female,F,0,0,0
358,20191220-DPNMMRCT2-IMAG0126,DPN,Edge,MMR,CT2,2019,1,12,20,Breeding,Single Female,F,0,0,0
621,20191212-DPNMMRCT4-IMAG0765,DPN,Interior,MMR,CT4,2019,1,12,12,Breeding,Single Female,F,0,0,0
638,20191125-DPNMMRCT5-IMAG0099,DPN,Interior,MMR,CT5,2019,1,11,25,Breeding,Single Female,F,0,0,0
639,20191125-DPNMMRCT5-IMAG0099,DPN,Interior,MMR,CT5,2019,1,11,25,Breeding,Single Female,F,0,0,0
640,20191125-DPNMMRCT5-IMAG0099,DPN,Interior,MMR,CT5,2019,1,11,25,Breeding,Single Female,F,0,0,0
642,20191206-DPNMMRCT5-IMAG0232,DPN,Interior,MMR,CT5,2019,1,12,6,Breeding,Single Female,F,0,0,0
1321,20191227-TPLTPL01CT1-IMAG0116,TPL,Edge,TPL01,CT1,2019,1,12,27,Breeding,Single Female,F,0,0,0
1322,20191231-TPLTPL01CT1-IMAG0121,TPL,Edge,TPL01,CT1,2019,1,12,31,Breeding,Single Female,F,0,0,0
2127,20191207-WLHLRCT2-IMAG0082,WL,Edge,HLR,CT2,2019,1,12,7,Breeding,Single Female,F,0,0,0
2128,20191207-WLHLRCT2-IMAG0082,WL,Edge,HLR,CT2,2019,1,12,7,Breeding,Single Female,F,0,0,0
2129,20191207-WLHLRCT2-IMAG0085,WL,Edge,HLR,CT2,2019,1,12,7,Breeding,Single Female,F,0,0,0
3031,20191121-WLHTPCT1-IMAG0037,WL,Edge,HTP,CT1,2019,1,11,21,Breeding,Single Female,F,0,0,0
3542,20191202-WLHTPCT2-IMAG0057,WL,Edge,HTP,CT2,2019,1,12,2,Breeding,Single Female,F,0,0,0
3548,20191208-WLHTPCT2-IMAG0067,WL,Edge,HTP,CT2,2019,1,12,8,Breeding,Single Female,F,0,0,0
3552,20191216-WLHTPCT2-IMAG0077,WL,Edge,HTP,CT2,2019,1,12,16,Breeding,Single Female,F,0,0,0
3556,20191221-WLHTPCT2-IMAG0082,WL,Edge,HTP,CT2,2019,1,12,21,Breeding,Single Female,F,0,0,0
3974,20191208-WLHYKCT2-IMAG0039,WL,Edge,HYK,CT2,2019,1,12,8,Breeding,Single Female,F,0,0,0
3978,20191210-WLHYKCT2-IMAG0043,WL,Edge,HYK,CT2,2019,1,12,10,Breeding,Single Female,F,0,0,0
4703,20191122-WLMTLCT6-IMAG0051,WL,Interior,MTL,CT6,2019,1,11,22,Breeding,Single Female,F,0,0,0
4704,20191122-WLMTLCT6-IMAG0051,WL,Interior,MTL,CT6,2019,1,11,22,Breeding,Single Female,F,0,0,0
4803,20191204-WLSBMCT1-IMAG0119,WL,Edge,SBM,CT1,2019,1,12,4,Breeding,Single Female,F,0,0,0
4905,20191203-WLSBMCT2-IMAG0065,WL,Edge,SBM,CT2,2019,1,12,3,Breeding,Single Female,F,0,0,0
4906,20191203-WLSBMCT2-IMAG0065,WL,Edge,SBM,CT2,2019,1,12,3,Breeding,Single Female,F,0,0,0
4907,20191230-WLSBMCT2-IMAG0148,WL,Edge,SBM,CT2,2019,1,12,30,Breeding,Single Female,F,0,0,0
4908,20191230-WLSBMCT2-IMAG0148,WL,Edge,SBM,CT2,2019,1,12,30,Breeding,Single Female,F,0,0,0
5422,20191215-WLSBMCT4-IMAG0147,WL,Interior,SBM,CT4,2019,1,12,15,Breeding,Single Female,F,0,0,0
5901,20191210-WLSTDCT3-IMAG0072,WL,Edge,STD,CT3,2019,1,12,10,Breeding,Single Female,F,0,0,0
27,20200928-DPNHSCT5-IMAG0149,DPN,Interior,HS,CT5,2020,2,9,28,Non-Breeding,Single Female,F,0,0,0
29,20201003-DPNHSCT5-IMAG0153,DPN,Interior,HS,CT5,2020,2,10,3,Non-Breeding,Single Female,F,0,0,0
30,20201007-DPNHSCT5-IMAG0157,DPN,Interior,HS,CT5,2020,2,10,7,Non-Breeding,Single Female,F,0,0,0
31,20201014-DPNHSCT5-IMAG0161,DPN,Interior,HS,CT5,2020,2,10,14,Non-Breeding,Single Female,F,0,0,0
41,20201213-DPNHSCT5-IMAG0099,DPN,Interior,HS,CT5,2020,2,12,13,Breeding,Single Female,F,0,0,0
91,20200923-DPNHSKCT2-IMAG0940,DPN,Edge,HSK,CT2,2020,2,9,23,Non-Breeding,Single Female,F,0,0,0
112,20200423-DPNHSKCT2-IMAG2180,DPN,Edge,HSK,CT2,2020,2,4,23,Breeding,Single Female,F,0,0,0
114,20200901-DPNHSKCT3-IMAG0036,DPN,Edge,HSK,CT3,2020,2,9,1,Non-Breeding,Single Female,F,0,0,0
125,20200803-DPNHSKCT4-IMAG0314,DPN,Interior,HSK,CT4,2020,2,8,3,Non-Breeding,Single Female,F,0,0,0
130,20200813-DPNHSKCT4-IMAG0361,DPN,Interior,HSK,CT4,2020,2,8,13,Non-Breeding,Single Female,F,0,0,0
252,20200717-DPNHSKCT5-IMAG3554,DPN,Interior,HSK,CT5,2020,2,7,17,Non-Breeding,Single Female,F,0,0,0
260,20200731-DPNHSKCT5-IMAG6362,DPN,Interior,HSK,CT5,2020,2,7,31,Non-Breeding,Single Female,F,0,0,0
261,20200802-DPNHSKCT5-IMAG6369,DPN,Interior,HSK,CT5,2020,2,8,2,Non-Breeding,Single Female,F,0,0,0
276,20200822-DPNHSKCT5-IMAG6627,DPN,Interior,HSK,CT5,2020,2,8,22,Non-Breeding,Single Female,F,0,0,0
317,20201211-DPNHSKCT5-IMAG2233,DPN,Interior,HSK,CT5,2020,2,12,11,Breeding,Single Female,F,0,0,0
319,20201220-DPNHSKCT5-IMAG3820,DPN,Interior,HSK,CT5,2020,2,12,20,Breeding,Single Female,F,0,0,0
320,20201220-DPNHSKCT5-IMAG3820,DPN,Interior,HSK,CT5,2020,2,12,20,Breeding,Single Female,F,0,0,0
327,20200714-DPNHSKCT6-IMAG0193,DPN,Interior,HSK,CT6,2020,2,7,14,Non-Breeding,Single Female,F,0,0,0
333,20200730-DPNHSKCT6-IMAG0323,DPN,Interior,HSK,CT6,2020,2,7,30,Non-Breeding,Single Female,F,0,0,0
345,20201226-DPNHSKCT6-IMAG0139,DPN,Interior,HSK,CT6,2020,2,12,26,Breeding,Single Female,F,0,0,0
348,20200119-DPNHSKCT6-IMAG0170,DPN,Interior,HSK,CT6,2020,2,1,19,Breeding,Single Female,F,0,0,0
352,20200829-DPNMMRCT1-IMAG0325,DPN,Edge,MMR,CT1,2020,2,8,29,Non-Breeding,Single Female,F,0,0,0
357,20200724-DPNMMRCT2-IMAG0121,DPN,Edge,MMR,CT2,2020,2,7,24,Non-Breeding,Single Female,F,0,0,0
397,20200920-DPNMMRCT2-IMAG0517,DPN,Edge,MMR,CT2,2020,2,9,20,Non-Breeding,Single Female,F,0,0,0
398,20200924-DPNMMRCT2-IMAG0537,DPN,Edge,MMR,CT2,2020,2,9,24,Non-Breeding,Single Female,F,0,0,0
504,20200723-DPNMMRCT3-IMAG0138,DPN,Edge,MMR,CT3,2020,2,7,23,Non-Breeding,Single Female,F,0,0,0
509,20200808-DPNMMRCT3-IMAG0191,DPN,Edge,MMR,CT3,2020,2,8,8,Non-Breeding,Single Female,F,0,0,0
516,20200818-DPNMMRCT3-IMAG0321,DPN,Edge,MMR,CT3,2020,2,8,18,Non-Breeding,Single Female,F,0,0,0
519,20200823-DPNMMRCT3-IMAG0347,DPN,Edge,MMR,CT3,2020,2,8,23,Non-Breeding,Single Female,F,0,0,0
568,20200724-DPNMMRCT4-IMAG0111,DPN,Interior,MMR,CT4,2020,2,7,24,Non-Breeding,Single Female,F,0,0,0
581,20200806-DPNMMRCT4-IMAG0167,DPN,Interior,MMR,CT4,2020,2,8,6,Non-Breeding,Single Female,F,0,0,0
582,20200806-DPNMMRCT4-IMAG0167,DPN,Interior,MMR,CT4,2020,2,8,6,Non-Breeding,Single Female,F,0,0,0
585,20200808-DPNMMRCT4-IMAG0181,DPN,Interior,MMR,CT4,2020,2,8,8,Non-Breeding,Single Female,F,0,0,0
592,20200818-DPNMMRCT4-IMAG0213,DPN,Interior,MMR,CT4,2020,2,8,18,Non-Breeding,Single Female,F,0,0,0
609,20200905-DPNMMRCT4-IMAG0299,DPN,Interior,MMR,CT4,2020,2,9,5,Non-Breeding,Single Female,F,0,0,0
610,20200906-DPNMMRCT4-IMAG0302,DPN,Interior,MMR,CT4,2020,2,9,6,Non-Breeding,Single Female,F,0,0,0
615,20200909-DPNMMRCT4-IMAG0314,DPN,Interior,MMR,CT4,2020,2,9,9,Non-Breeding,Single Female,F,0,0,0
636,20200803-DPNMMRCT5-IMAG1886,DPN,Interior,MMR,CT5,2020,2,8,3,Non-Breeding,Single Female,F,0,0,0
648,20200103-DPNMMRCT5-IMAG0636,DPN,Interior,MMR,CT5,2020,2,1,3,Breeding,Single Female,F,0,0,0
649,20200104-DPNMMRCT5-IMAG0643,DPN,Interior,MMR,CT5,2020,2,1,4,Breeding,Single Female,F,0,0,0
650,20200107-DPNMMRCT5-IMAG0765,DPN,Interior,MMR,CT5,2020,2,1,7,Breeding,Single Female,F,0,0,0
655,20200112-DPNMMRCT5-IMAG0815,DPN,Interior,MMR,CT5,2020,2,1,12,Breeding,Single Female,F,0,0,0
739,20200929-DPNTPKCT1-IMAG0411,DPN,Edge,TPK,CT1,2020,2,9,29,Non-Breeding,Single Female,F,0,0,0
758,20200712-DPNTPKCT2-IMAG0336,DPN,Edge,TPK,CT2,2020,2,7,12,Non-Breeding,Single Female,F,0,0,0
760,20200713-DPNTPKCT2-IMAG0342,DPN,Edge,TPK,CT2,2020,2,7,13,Non-Breeding,Single Female,F,0,0,0
765,20200724-DPNTPKCT2-IMAG0674,DPN,Edge,TPK,CT2,2020,2,7,24,Non-Breeding,Single Female,F,0,0,0
767,20201021-DPNTPKCT2-IMAG0023,DPN,Edge,TPK,CT2,2020,2,10,21,Non-Breeding,Single Female,F,0,0,0
777,20200825-DPNTPKCT3-IMAG0027,DPN,Edge,TPK,CT3,2020,2,8,25,Non-Breeding,Single Female,F,0,0,0
879,20201204-DPNTPKCT3-IMAG0193,DPN,Edge,TPK,CT3,2020,2,12,4,Breeding,Single Female,F,0,0,0
1102,20200121-DPNTPKCT3-IMAG0399,DPN,Edge,TPK,CT3,2020,2,1,21,Breeding,Single Female,F,0,0,0
1119,20200127-DPNTPKCT3-IMAG0586,DPN,Edge,TPK,CT3,2020,2,1,27,Breeding,Single Female,F,0,0,0
1120,20200127-DPNTPKCT3-IMAG0586,DPN,Edge,TPK,CT3,2020,2,1,27,Breeding,Single Female,F,0,0,0
1145,20200202-DPNTPKCT3-IMAG0694,DPN,Edge,TPK,CT3,2020,2,2,2,Breeding,Single Female,F,0,0,0
1156,20200206-DPNTPKCT3-IMAG0715,DPN,Edge,TPK,CT3,2020,2,2,6,Breeding,Single Female,F,0,0,0
1207,20200907-DPNTPKCT4-IMAG0070,DPN,Interior,TPK,CT4,2020,2,9,7,Non-Breeding,Single Female,F,0,0,0
1257,20200614-DPNTPKCT4-IMAG0214,DPN,Interior,TPK,CT4,2020,2,6,14,Non-Breeding,Single Female,F,0,0,0
1298,20200822-TPLTPL01CT1-IMAG0099,TPL,Edge,TPL01,CT1,2020,2,8,22,Non-Breeding,Single Female,F,0,0,0
1307,20200319-TPLTPL01CT1-IMAG0010,TPL,Edge,TPL01,CT1,2020,2,3,19,Breeding,Single Female,F,0,0,0
1311,20200418-TPLTPL01CT1-IMAG0022,TPL,Edge,TPL01,CT1,2020,2,4,18,Breeding,Single Female,F,0,0,0
1316,20200601-TPLTPL01CT1-IMAG0066,TPL,Edge,TPL01,CT1,2020,2,6,1,Non-Breeding,Single Female,F,0,0,0
1317,20200604-TPLTPL01CT1-IMAG0071,TPL,Edge,TPL01,CT1,2020,2,6,4,Non-Breeding,Single Female,F,0,0,0
1323,20200101-TPLTPL01CT1-IMAG0124,TPL,Edge,TPL01,CT1,2020,2,1,1,Breeding,Single Female,F,0,0,0
1324,20200101-TPLTPL01CT1-IMAG0125,TPL,Edge,TPL01,CT1,2020,2,1,1,Breeding,Single Female,F,0,0,0
1326,20200103-TPLTPL01CT1-IMAG0127,TPL,Edge,TPL01,CT1,2020,2,1,3,Breeding,Single Female,F,0,0,0
1329,20200129-TPLTPL01CT1-IMAG0255,TPL,Edge,TPL01,CT1,2020,2,1,29,Breeding,Single Female,F,0,0,0
1336,20200229-TPLTPL01CT1-IMAG0318,TPL,Edge,TPL01,CT1,2020,2,2,29,Breeding,Single Female,F,0,0,0
1341,20201112-TPLTPL01CT1-IMAG0009,TPL,Edge,TPL01,CT1,2020,2,11,12,Breeding,Single Female,F,0,0,0
1346,20201223-TPLTPL01CT1-IMAG0121,TPL,Edge,TPL01,CT1,2020,2,12,23,Breeding,Single Female,F,0,0,0
1398,20200710-TPLTPL01CT3-IMAG0011,TPL,Edge,TPL01,CT3,2020,2,7,10,Non-Breeding,Single Female,F,0,0,0
1416,20200501-TPLTPL01CT3-IMAG0115,TPL,Edge,TPL01,CT3,2020,2,5,1,Non-Breeding,Single Female,F,0,0,0
1437,20200527-TPLTPL01CT3-IMAG0191,TPL,Edge,TPL01,CT3,2020,2,5,27,Non-Breeding,Single Female,F,0,0,0
1447,20200709-TPLTPL01CT3-IMAG0227,TPL,Edge,TPL01,CT3,2020,2,7,9,Non-Breeding,Single Female,F,0,0,0
1448,20200127-TPLTPL01CT3-IMAG1348,TPL,Edge,TPL01,CT3,2020,2,1,27,Breeding,Single Female,F,0,0,0
1450,20200308-TPLTPL01CT3-IMAG2192,TPL,Edge,TPL01,CT3,2020,2,3,8,Breeding,Single Female,F,0,0,0
1564,20200131-TPLTPL02CT2-IMAG0138,TPL,Edge,TPL02,CT2,2020,2,1,31,Breeding,Single Female,F,0,0,0
1567,20200209-TPLTPL02CT2-IMAG0145,TPL,Edge,TPL02,CT2,2020,2,2,9,Breeding,Single Female,F,0,0,0
1572,20200308-TPLTPL02CT2-IMAG0157,TPL,Edge,TPL02,CT2,2020,2,3,8,Breeding,Single Female,F,0,0,0
1633,20200513-TPLTPL02CT3-IMAG0047,TPL,Edge,TPL02,CT3,2020,2,5,13,Non-Breeding,Single Female,F,0,0,0
1646,20200213-TPLTPL02CT3-IMAG0150,TPL,Edge,TPL02,CT3,2020,2,2,13,Breeding,Single Female,F,0,0,0
1731,20201025-WLHKRCT2-IMAG0074,WL,Edge,HKR,CT2,2020,2,10,25,Non-Breeding,Single Female,F,0,0,0
1732,20201127-WLHKRCT2-IMAG0148,WL,Edge,HKR,CT2,2020,2,11,27,Breeding,Single Female,F,0,0,0
1733,20201129-WLHKRCT2-IMAG0154,WL,Edge,HKR,CT2,2020,2,11,29,Breeding,Single Female,F,0,0,0
1755,20200202-WLHKRCT2-IMAG0645,WL,Edge,HKR,CT2,2020,2,2,2,Breeding,Single Female,F,0,0,0
1756,20200214-WLHKRCT2-IMAG2912,WL,Edge,HKR,CT2,2020,2,2,14,Breeding,Single Female,F,0,0,0
1787,20200715-WLHKRCT2-IMAG0675,WL,Edge,HKR,CT2,2020,2,7,15,Non-Breeding,Single Female,F,0,0,0
1806,20200804-WLHKRCT2-IMAG0855,WL,Edge,HKR,CT2,2020,2,8,4,Non-Breeding,Single Female,F,0,0,0
1811,20200806-WLHKRCT2-IMAG0886,WL,Edge,HKR,CT2,2020,2,8,6,Non-Breeding,Single Female,F,0,0,0
1927,20201201-WLHKRCT3-IMAG0317,WL,Edge,HKR,CT3,2020,2,1,1,Breeding,Single Female,F,0,0,0
1992,20200109-WLHKRCT4-IMAG0367,WL,Interior,HKR,CT4,2020,2,1,9,Breeding,Single Female,F,0,0,0
1995,20200124-WLHKRCT4-IMAG0402,WL,Interior,HKR,CT4,2020,2,1,24,Breeding,Single Female,F,0,0,0
1997,20200216-WLHKRCT4-IMAG0522,WL,Interior,HKR,CT4,2020,2,2,16,Breeding,Single Female,F,0,0,0
2002,20200227-WLHKRCT4-IMAG0918,WL,Interior,HKR,CT4,2020,2,2,27,Breeding,Single Female,F,0,0,0
2012,20200330-WLHKRCT4-IMAG2649,WL,Interior,HKR,CT4,2020,2,3,30,Breeding,Single Female,F,0,0,0
2021,20200629-WLHKRCT4-IMAG0022,WL,Interior,HKR,CT4,2020,2,6,29,Non-Breeding,Single Female,F,0,0,0
2023,20200703-WLHKRCT4-IMAG0031,WL,Interior,HKR,CT4,2020,2,7,3,Non-Breeding,Single Female,F,0,0,0
2037,20200725-WLHKRCT4-IMAG0085,WL,Interior,HKR,CT4,2020,2,7,25,Non-Breeding,Single Female,F,0,0,0
2063,20200930-WLHLRCT1-IMAG2611,WL,Edge,HLR,CT1,2020,2,9,30,Non-Breeding,Single Female,F,0,0,0
2089,20200816-WLHLRCT2-IMAG0042,WL,Edge,HLR,CT2,2020,2,9,16,Non-Breeding,Single Female,F,0,0,0
2142,20200201-WLHLRCT2-IMAG0260,WL,Edge,HLR,CT2,2020,2,2,1,Breeding,Single Female,F,0,0,0
2143,20200201-WLHLRCT2-IMAG0266,WL,Edge,HLR,CT2,2020,2,2,1,Breeding,Single Female,F,0,0,0
2144,20200202-WLHLRCT2-IMAG0275,WL,Edge,HLR,CT2,2020,2,2,2,Breeding,Single Female,F,0,0,0
2145,20200208-WLHLRCT2-IMAG0279,WL,Edge,HLR,CT2,2020,2,2,8,Breeding,Single Female,F,0,0,0
2146,20200210-WLHLRCT2-IMAG0283,WL,Edge,HLR,CT2,2020,2,2,10,Breeding,Single Female,F,0,0,0
2153,20200222-WLHLRCT2-IMAG0337,WL,Edge,HLR,CT2,2020,2,2,22,Breeding,Single Female,F,0,0,0
2180,20200414-WLHLRCT2-IMAG0656,WL,Edge,HLR,CT2,2020,2,4,14,Breeding,Single Female,F,0,0,0
2181,20200415-WLHLRCT2-IMAG0665,WL,Edge,HLR,CT2,2020,2,4,15,Breeding,Single Female,F,0,0,0
2182,20200415-WLHLRCT2-IMAG0668,WL,Edge,HLR,CT2,2020,2,4,15,Breeding,Single Female,F,0,0,0
2185,20200503-WLHLRCT2-IMAG0781,WL,Edge,HLR,CT2,2020,2,5,3,Non-Breeding,Single Female,F,0,0,0
2187,20200531-WLHLRCT2-IMAG0849,WL,Edge,HLR,CT2,2020,2,5,31,Non-Breeding,Single Female,F,0,0,0
2190,20200607-WLHLRCT2-IMAG0864,WL,Edge,HLR,CT2,2020,2,6,7,Non-Breeding,Single Female,F,0,0,0
2216,20201124-WLHLRCT3-IMAG0118,WL,Edge,HLR,CT3,2020,2,11,24,Breeding,Single Female,F,0,0,0
2217,20201124-WLHLRCT3-IMAG0118,WL,Edge,HLR,CT3,2020,2,11,24,Breeding,Single Female,F,0,0,0
2248,20200127-WLHLRCT3-IMAG3964,WL,Edge,HLR,CT3,2020,2,1,27,Breeding,Single Female,F,0,0,0
2249,20200127-WLHLRCT3-IMAG3964,WL,Edge,HLR,CT3,2020,2,1,27,Breeding,Single Female,F,0,0,0
2251,20200129-WLHLRCT3-IMAG4489,WL,Edge,HLR,CT3,2020,2,1,29,Breeding,Single Female,F,0,0,0
2254,20200130-WLHLRCT3-IMAG4739,WL,Edge,HLR,CT3,2020,2,1,30,Breeding,Single Female,F,0,0,0
2255,20200130-WLHLRCT3-IMAG4745,WL,Edge,HLR,CT3,2020,2,1,30,Breeding,Single Female,F,0,0,0
2368,20201113-WLHMMCT1-IMAG0098,WL,Edge,HMM,CT1,2020,2,11,13,Breeding,Single Female,F,0,0,0
2393,20200221-WLHMMCT1-IMAG0369,WL,Edge,HMM,CT1,2020,2,2,21,Breeding,Single Female,F,0,0,0
2395,20200222-WLHMMCT1-IMAG0387,WL,Edge,HMM,CT1,2020,2,2,22,Breeding,Single Female,F,0,0,0
2397,20200306-WLHMMCT1-IMAG0528,WL,Edge,HMM,CT1,2020,2,3,6,Breeding,Single Female,F,0,0,0
2398,20200313-WLHMMCT1-IMAG0616,WL,Edge,HMM,CT1,2020,2,3,13,Breeding,Single Female,F,0,0,0
2404,20200401-WLHMMCT1-IMAG1280,WL,Edge,HMM,CT1,2020,2,4,1,Breeding,Single Female,F,0,0,0
2405,20200415-WLHMMCT1-IMAG1457,WL,Edge,HMM,CT1,2020,2,4,15,Breeding,Single Female,F,0,0,0
2406,20200419-WLHMMCT1-IMAG1497,WL,Edge,HMM,CT1,2020,2,4,19,Breeding,Single Female,F,0,0,0
2442,20200729-WLHMMCT1-IMAG0746,WL,Edge,HMM,CT1,2020,2,7,29,Non-Breeding,Single Female,F,0,0,0
2443,20200729-WLHMMCT1-IMAG0746,WL,Edge,HMM,CT1,2020,2,7,29,Non-Breeding,Single Female,F,0,0,0
2444,20200731-WLHMMCT1-IMAG0770,WL,Edge,HMM,CT1,2020,2,7,31,Non-Breeding,Single Female,F,0,0,0
2469,20200204-WLHMMCT2-IMAG0212,WL,Edge,HMM,CT2,2020,2,2,4,Breeding,Single Female,F,0,0,0
2470,20200205-WLHMMCT2-IMAG0213,WL,Edge,HMM,CT2,2020,2,2,5,Breeding,Single Female,F,0,0,0
2482,20200509-WLHMMCT2-IMAG3190,WL,Edge,HMM,CT2,2020,2,5,9,Non-Breeding,Single Female,F,0,0,0
2483,20200512-WLHMMCT2-IMAG3193,WL,Edge,HMM,CT2,2020,2,5,12,Non-Breeding,Single Female,F,0,0,0
2509,20200709-WLHMMCT2-IMAG0056,WL,Edge,HMM,CT2,2020,2,7,9,Non-Breeding,Single Female,F,0,0,0
2617,20200113-WLHTHCT1-IMAG0451,WL,Edge,HTH,CT1,2020,2,1,13,Breeding,Single Female,F,0,0,0
2672,20200215-WLHTHCT1-IMAG0835,WL,Edge,HTH,CT1,2020,2,2,15,Breeding,Single Female,F,0,0,0
2673,20200215-WLHTHCT1-IMAG0835,WL,Edge,HTH,CT1,2020,2,2,15,Breeding,Single Female,F,0,0,0
2674,20200215-WLHTHCT1-IMAG0835,WL,Edge,HTH,CT1,2020,2,2,15,Breeding,Single Female,F,0,0,0
2681,20200228-WLHTHCT1-IMAG1021,WL,Edge,HTH,CT1,2020,2,2,28,Breeding,Single Female,F,0,0,0
2685,20200309-WLHTHCT1-IMAG1574,WL,Edge,HTH,CT1,2020,2,3,9,Breeding,Single Female,F,0,0,0
2688,20200630-WLHTHCT1-IMAG0098,WL,Edge,HTH,CT1,2020,2,6,30,Non-Breeding,Single Female,F,0,0,0
2690,20200704-WLHTHCT1-IMAG0128,WL,Edge,HTH,CT1,2020,2,7,4,Non-Breeding,Single Female,F,0,0,0
2691,20200704-WLHTHCT1-IMAG0128,WL,Edge,HTH,CT1,2020,2,7,4,Non-Breeding,Single Female,F,0,0,0
2700,20200707-WLHTHCT1-IMAG0152,WL,Edge,HTH,CT1,2020,2,7,7,Non-Breeding,Single Female,F,0,0,0
2701,20200708-WLHTHCT1-IMAG0156,WL,Edge,HTH,CT1,2020,2,7,8,Non-Breeding,Single Female,F,0,0,0
2705,20200711-WLHTHCT1-IMAG0179,WL,Edge,HTH,CT1,2020,2,7,11,Non-Breeding,Single Female,F,0,0,0
2725,20200818-WLHTHCT1-IMAG0409,WL,Edge,HTH,CT1,2020,2,8,18,Non-Breeding,Single Female,F,0,0,0
2787,20201020-WLHTHCT2-IMAG0029,WL,Edge,HTH,CT2,2020,2,10,20,Non-Breeding,Single Female,F,0,0,0
2788,20201102-WLHTHCT2-IMAG0042,WL,Edge,HTH,CT2,2020,2,11,2,Breeding,Single Female,F,0,0,0
2806,20200208-WLHTHCT2-IMAG0121,WL,Edge,HTH,CT2,2020,2,2,8,Breeding,Single Female,F,0,0,0
2810,20200210-WLHTHCT2-IMAG0127,WL,Edge,HTH,CT2,2020,2,2,10,Breeding,Single Female,F,0,0,0
2811,20200705-WLHTHCT2-IMAG0046,WL,Edge,HTH,CT2,2020,2,7,5,Non-Breeding,Single Female,F,0,0,0
2865,20200101-WLHTHCT3-IMAG0101,WL,Edge,HTH,CT3,2020,2,1,1,Breeding,Single Female,F,0,0,0
2867,20200106-WLHTHCT3-IMAG0113,WL,Edge,HTH,CT3,2020,2,1,6,Breeding,Single Female,F,0,0,0
2868,20200109-WLHTHCT3-IMAG0117,WL,Edge,HTH,CT3,2020,2,1,9,Breeding,Single Female,F,0,0,0
2879,20200118-WLHTHCT3-IMAG0148,WL,Edge,HTH,CT3,2020,2,1,18,Breeding,Single Female,F,0,0,0
2880,20200119-WLHTHCT3-IMAG0151,WL,Edge,HTH,CT3,2020,2,1,19,Breeding,Single Female,F,0,0,0
2884,20200122-WLHTHCT3-IMAG0166,WL,Edge,HTH,CT3,2020,2,1,22,Breeding,Single Female,F,0,0,0
2893,20200130-WLHTHCT3-IMAG0209,WL,Edge,HTH,CT3,2020,2,1,30,Breeding,Single Female,F,0,0,0
2894,20200130-WLHTHCT3-IMAG0209,WL,Edge,HTH,CT3,2020,2,1,30,Breeding,Single Female,F,0,0,0
2895,20200202-WLHTHCT3-IMAG0212,WL,Edge,HTH,CT3,2020,2,2,2,Breeding,Single Female,F,0,0,0
2924,20200304-WLHTHCT3-IMAG0345,WL,Edge,HTH,CT3,2020,2,3,4,Breeding,Single Female,F,0,0,0
2925,20200304-WLHTHCT3-IMAG0354,WL,Edge,HTH,CT3,2020,2,3,4,Breeding,Single Female,F,0,0,0
2927,20200306-WLHTHCT3-IMAG0360,WL,Edge,HTH,CT3,2020,2,3,6,Breeding,Single Female,F,0,0,0
2936,20200316-WLHTHCT3-IMAG0394,WL,Edge,HTH,CT3,2020,2,3,16,Breeding,Single Female,F,0,0,0
2940,20200323-WLHTHCT3-IMAG0637,WL,Edge,HTH,CT3,2020,2,3,23,Breeding,Single Female,F,0,0,0
2941,20200329-WLHTHCT3-IMAG0688,WL,Edge,HTH,CT3,2020,2,3,29,Breeding,Single Female,F,0,0,0
2945,20200409-WLHTHCT3-IMAG0725,WL,Edge,HTH,CT3,2020,2,4,9,Breeding,Single Female,F,0,0,0
2946,20200416-WLHTHCT3-IMAG0735,WL,Edge,HTH,CT3,2020,2,4,16,Breeding,Single Female,F,0,0,0
2948,20200420-WLHTHCT3-IMAG0746,WL,Edge,HTH,CT3,2020,2,4,20,Breeding,Single Female,F,0,0,0
2959,20200428-WLHTHCT3-IMAG0793,WL,Edge,HTH,CT3,2020,2,4,28,Breeding,Single Female,F,0,0,0
2970,20200601-WLHTHCT3-IMAG1115,WL,Edge,HTH,CT3,2020,2,6,1,Non-Breeding,Single Female,F,0,0,0
2971,20200601-WLHTHCT3-IMAG1118,WL,Edge,HTH,CT3,2020,2,6,1,Non-Breeding,Single Female,F,0,0,0
2972,20200601-WLHTHCT3-IMAG1124,WL,Edge,HTH,CT3,2020,2,6,1,Non-Breeding,Single Female,F,0,0,0
