Core,ID,area,zone,transect,camera,Year ,index_y,Month,Day,Season,Age Class,Symbol,Brood size,MaleChick,FemaleChick
3897,20191224-WLHTPCT3-IMAG0554,WL,Edge,HTP,CT3,2019,1,12,24,Breeding,Female+Juvenile,F_Juv,2,1,1
3976,20191209-WLHYKCT2-IMAG0041,WL,Edge,HYK,CT2,2019,1,12,9,Breeding,Female+Juvenile,F_Juv,1,0,1
4048,20191224-WLHYKCT3-IMAG0159,WL,Edge,HYK,CT3,2019,1,12,24,Breeding,Female+Juvenile,F_Juv,1,0,1
4479,20191222-WLMTLCT5-IMAG0064,WL,Interior,MTL,CT5,2019,1,12,22,Breeding,Female+Juvenile,F_Juv,1,1,0
4707,20191204-WLMTLCT6-IMAG0083,WL,Interior,MTL,CT6,2019,1,12,4,Breeding,Female+Juvenile,F_Juv,2,1,1
4794,20191127-WLSBMCT1-IMAG0093,WL,Edge,SBM,CT1,2019,1,11,27,Breeding,Female+Juvenile,F_Juv,3,2,1
4807,20191209-WLSBMCT1-IMAG0144,WL,Edge,SBM,CT1,2019,1,12,9,Breeding,Female+Juvenile,F_Juv,1,0,1
4826,20191229-WLSBMCT1-IMAG0264,WL,Edge,SBM,CT1,2019,1,12,29,Breeding,Female+Juvenile,F_Juv,4,1,3
4903,20191127-WLSBMCT2-IMAG0046,WL,Edge,SBM,CT2,2019,1,11,27,Breeding,Female+Juvenile,F_Juv,1,0,1
5125,20191209-WLSBMCT3-IMAG0070,WL,Edge,SBM,CT3,2019,1,12,9,Breeding,Female+Juvenile,F_Juv,1,0,1
3,20201205-DPNHSCT3-IMAG0135,DPN,Edge,HS,CT3,2020,2,12,5,Breeding,Female+Juvenile,F_Juv,2,2,0
14,20200118-DPNHSCT4-IMAG0163,DPN,Interior,HS,CT4,2020,2,1,18,Breeding,Female+Juvenile,F_Juv,2,0,2
19,20200124-DPNHSCT4-IMAG0215,DPN,Interior,HS,CT4,2020,2,1,24,Breeding,Female+Juvenile,F_Juv,4,2,2
47,20200117-DPNHSCT5-IMAG0129,DPN,Interior,HS,CT5,2020,2,1,17,Breeding,Female+Juvenile,F_Juv,2,1,1
60,20200202-DPNHSCT6-IMAG0142,DPN,Interior,HS,CT6,2020,2,2,2,Breeding,Female+Juvenile,F_Juv,3,1,2
64,20200219-DPNHSCT6-IMAG0368,DPN,Interior,HS,CT6,2020,2,2,19,Breeding,Female+Juvenile,F_Juv,3,2,1
68,20200326-DPNHSCT6-IMAG1929,DPN,Interior,HS,CT6,2020,2,3,26,Breeding,Female+Juvenile,F_Juv,1,1,0
100,20201107-DPNHSKCT2-IMAG0038,DPN,Edge,HSK,CT2,2020,2,11,7,Breeding,Female+Juvenile,F_Juv,1,0,1
107,20200225-DPNHSKCT2-IMAG1351,DPN,Edge,HSK,CT2,2020,2,2,25,Breeding,Female+Juvenile,F_Juv,2,1,1
238,20200101-DPNHSKCT4-IMAG1564,DPN,Interior,HSK,CT4,2020,2,1,1,Breeding,Female+Juvenile,F_Juv,1,0,1
243,20200110-DPNHSKCT4-IMAG1912,DPN,Interior,HSK,CT4,2020,2,1,10,Breeding,Female+Juvenile,F_Juv,2,2,0
411,20200115-DPNMMRCT2-IMAG1880,DPN,Edge,MMR,CT2,2020,2,1,15,Breeding,Female+Juvenile,F_Juv,1,0,1
685,20200118-DPNMMRCT6-IMAG0182,DPN,Interior,MMR,CT6,2020,2,1,18,Breeding,Female+Juvenile,F_Juv,1,0,1
772,20201112-DPNTPKCT2-IMAG0683,DPN,Edge,TPK,CT2,2020,2,11,12,Breeding,Female+Juvenile,F_Juv,1,1,0
1125,20200129-DPNTPKCT3-IMAG0616,DPN,Edge,TPK,CT3,2020,2,1,29,Breeding,Female+Juvenile,F_Juv,4,1,3
1136,20200131-DPNTPKCT3-IMAG0658,DPN,Edge,TPK,CT3,2020,2,1,31,Breeding,Female+Juvenile,F_Juv,2,0,2
1161,20200207-DPNTPKCT3-IMAG0730,DPN,Edge,TPK,CT3,2020,2,2,7,Breeding,Female+Juvenile,F_Juv,2,0,2
1168,20200208-DPNTPKCT3-IMAG0767,DPN,Edge,TPK,CT3,2020,2,2,8,Breeding,Female+Juvenile,F_Juv,1,0,1
1181,20200210-DPNTPKCT3-IMAG0797,DPN,Edge,TPK,CT3,2020,2,2,10,Breeding,Female+Juvenile,F_Juv,2,0,2
1330,20200206-TPLTPL01CT1-IMAG0274,TPL,Edge,TPL01,CT1,2020,2,2,6,Breeding,Female+Juvenile,F_Juv,1,0,1
1337,20200311-TPLTPL01CT1-IMAG0327,TPL,Edge,TPL01,CT1,2020,2,3,11,Breeding,Female+Juvenile,F_Juv,2,1,1
1347,20201228-TPLTPL01CT1-IMAG0130,TPL,Edge,TPL01,CT1,2020,2,12,28,Breeding,Female+Juvenile,F_Juv,4,2,3
1378,20200219-TPLTPL01CT2-IMAG0071,TPL,Edge,TPL01,CT2,2020,2,2,19,Breeding,Female+Juvenile,F_Juv,2,1,1
1403,20200321-TPLTPL01CT3-IMAG0023,TPL,Edge,TPL01,CT3,2020,2,3,21,Breeding,Female+Juvenile,F_Juv,1,0,1
1405,20200401-TPLTPL01CT3-IMAG0063,TPL,Edge,TPL01,CT3,2020,2,4,1,Breeding,Female+Juvenile,F_Juv,1,0,1
1569,20200220-TPLTPL02CT2-IMAG0151,TPL,Edge,TPL02,CT2,2020,2,2,20,Breeding,Female+Juvenile,F_Juv,2,2,0
1573,20200313-TPLTPL02CT2-IMAG0160,TPL,Edge,TPL02,CT2,2020,2,3,13,Breeding,Female+Juvenile,F_Juv,2,1,1
1643,20200212-TPLTPL02CT3-IMAG0145,TPL,Edge,TPL02,CT3,2020,2,2,12,Breeding,Female+Juvenile,F_Juv,2,1,1
1654,20200315-TPLTPL02CT3-IMAG0174,TPL,Edge,TPL02,CT3,2020,2,3,15,Breeding,Female+Juvenile,F_Juv,4,2,2
2018,20200422-WLHKRCT4-IMAG3811,WL,Interior,HKR,CT4,2020,2,4,22,Breeding,Female+Juvenile,F_Juv,1,1,0
2057,20200315-WLHLRCT1-IMAG0100,WL,Edge,HLR,CT1,2020,2,3,15,Breeding,Female+Juvenile,F_Juv,1,1,0
2059,20201201-WLHLRCT1-IMAG0637,WL,Edge,HLR,CT1,2020,2,12,1,Breeding,Female+Juvenile,F_Juv,1,0,1
2148,20200213-WLHLRCT2-IMAG0295,WL,Edge,HLR,CT2,2020,2,2,13,Breeding,Female+Juvenile,F_Juv,3,3,0
2155,20200223-WLHLRCT2-IMAG0343,WL,Edge,HLR,CT2,2020,2,2,23,Breeding,Female+Juvenile,F_Juv,3,2,1
2159,20200224-WLHLRCT2-IMAG0349,WL,Edge,HLR,CT2,2020,2,2,24,Breeding,Female+Juvenile,F_Juv,3,0,3
2172,20200319-WLHLRCT2-IMAG0462,WL,Edge,HLR,CT2,2020,2,3,19,Breeding,Female+Juvenile,F_Juv,1,0,1
2177,20200413-WLHLRCT2-IMAG0653,WL,Edge,HLR,CT2,2020,2,4,13,Breeding,Female+Juvenile,F_Juv,1,0,1
2365,20201111-WLHMMCT1-IMAG0087,WL,Edge,HMM,CT1,2020,2,11,11,Breeding,Female+Juvenile,F_Juv,2,2,0
2381,20200109-WLHMMCT1-IMAG0169,WL,Edge,HMM,CT1,2020,2,1,9,Breeding,Female+Juvenile,F_Juv,1,0,1
2384,20200206-WLHMMCT1-IMAG0240,WL,Edge,HMM,CT1,2020,2,2,6,Breeding,Female+Juvenile,F_Juv,2,1,1
2400,20200324-WLHMMCT1-IMAG1194,WL,Edge,HMM,CT1,2020,2,3,24,Breeding,Female+Juvenile,F_Juv,2,0,2
2412,20200430-WLHMMCT1-IMAG1554,WL,Edge,HMM,CT1,2020,2,4,30,Breeding,Female+Juvenile,F_Juv,2,1,1
2471,20200323-WLHMMCT2-IMAG2635,WL,Edge,HMM,CT2,2020,2,3,23,Breeding,Female+Juvenile,F_Juv,1,0,1
2474,20200429-WLHMMCT2-IMAG3183,WL,Edge,HMM,CT2,2020,2,4,29,Breeding,Female+Juvenile,F_Juv,1,1,0
2476,20200430-WLHMMCT2-IMAG3185,WL,Edge,HMM,CT2,2020,2,4,30,Breeding,Female+Juvenile,F_Juv,1,0,1
2552,20201116-WLHTHCT1-IMAG0802,WL,Edge,HTH,CT1,2020,2,11,16,Breeding,Female+Juvenile,F_Juv,1,1,0
2555,20201207-WLHTHCT1-IMAG0957,WL,Edge,HTH,CT1,2020,2,12,7,Breeding,Female+Juvenile,F_Juv,1,0,1
2607,20200104-WLHTHCT1-IMAG0344,WL,Edge,HTH,CT1,2020,2,1,4,Breeding,Female+Juvenile,F_Juv,1,1,0
2622,20200114-WLHTHCT1-IMAG0469,WL,Edge,HTH,CT1,2020,2,1,14,Breeding,Female+Juvenile,F_Juv,4,2,2
2629,20200116-WLHTHCT1-IMAG0485,WL,Edge,HTH,CT1,2020,2,1,16,Breeding,Female+Juvenile,F_Juv,2,1,1
2646,20200129-WLHTHCT1-IMAG0623,WL,Edge,HTH,CT1,2020,2,1,29,Breeding,Female+Juvenile,F_Juv,1,0,1
2657,20200203-WLHTHCT1-IMAG0677,WL,Edge,HTH,CT1,2020,2,2,3,Breeding,Female+Juvenile,F_Juv,5,2,3
2665,20200205-WLHTHCT1-IMAG0728,WL,Edge,HTH,CT1,2020,2,2,5,Breeding,Female+Juvenile,F_Juv,2,1,1
2668,20200210-WLHTHCT1-IMAG0789,WL,Edge,HTH,CT1,2020,2,2,10,Breeding,Female+Juvenile,F_Juv,2,1,1
2807,20200209-WLHTHCT2-IMAG0124,WL,Edge,HTH,CT2,2020,2,2,9,Breeding,Female+Juvenile,F_Juv,2,1,1
2872,20200115-WLHTHCT3-IMAG0130,WL,Edge,HTH,CT3,2020,2,1,15,Breeding,Female+Juvenile,F_Juv,1,0,1
2875,20200116-WLHTHCT3-IMAG0136,WL,Edge,HTH,CT3,2020,2,1,16,Breeding,Female+Juvenile,F_Juv,2,0,2
2902,20200212-WLHTHCT3-IMAG0249,WL,Edge,HTH,CT3,2020,2,2,12,Breeding,Female+Juvenile,F_Juv,4,2,2
2909,20200218-WLHTHCT3-IMAG0280,WL,Edge,HTH,CT3,2020,2,2,18,Breeding,Female+Juvenile,F_Juv,2,0,2
2949,20200422-WLHTHCT3-IMAG0753,WL,Edge,HTH,CT3,2020,2,4,22,Breeding,Female+Juvenile,F_Juv,2,0,3
3515,20201121-WLHTPCT2-IMAG0057,WL,Edge,HTP,CT2,2020,2,11,21,Breeding,Female+Juvenile,F_Juv,1,0,1
3573,20200113-WLHTPCT2-IMAG0115,WL,Edge,HTP,CT2,2020,2,1,13,Breeding,Female+Juvenile,F_Juv,3,2,1
3577,20200114-WLHTPCT2-IMAG0118,WL,Edge,HTP,CT2,2020,2,1,14,Breeding,Female+Juvenile,F_Juv,1,0,1
3587,20200117-WLHTPCT2-IMAG0128,WL,Edge,HTP,CT2,2020,2,1,17,Breeding,Female+Juvenile,F_Juv,4,3,1
3596,20200126-WLHTPCT2-IMAG0151,WL,Edge,HTP,CT2,2020,2,1,26,Breeding,Female+Juvenile,F_Juv,1,1,0
3604,20200129-WLHTPCT2-IMAG0170,WL,Edge,HTP,CT2,2020,2,1,29,Breeding,Female+Juvenile,F_Juv,4,2,2
3613,20200201-WLHTPCT2-IMAG0185,WL,Edge,HTP,CT2,2020,2,2,1,Breeding,Female+Juvenile,F_Juv,2,1,1
3633,20200216-WLHTPCT2-IMAG0266,WL,Edge,HTP,CT2,2020,2,2,16,Breeding,Female+Juvenile,F_Juv,3,2,1
3650,20200311-WLHTPCT2-IMAG0427,WL,Edge,HTP,CT2,2020,2,3,11,Breeding,Female+Juvenile,F_Juv,1,1,0
3664,20200403-WLHTPCT2-IMAG0858,WL,Edge,HTP,CT2,2020,2,4,3,Breeding,Female+Juvenile,F_Juv,5,3,2
3886,20201204-WLHTPCT3-IMAG0121,WL,Edge,HTP,CT3,2020,2,12,4,Breeding,Female+Juvenile,F_Juv,2,0,2
3890,20201228-WLHTPCT3-IMAG0155,WL,Edge,HTP,CT3,2020,2,12,28,Breeding,Female+Juvenile,F_Juv,1,1,0
3983,20200720-WLHYKCT2-IMAG0506,WL,Edge,HYK,CT2,2020,2,1,20,Breeding,Female+Juvenile,F_Juv,1,1,0
4021,20201128-WLHYKCT3-IMAG0030,WL,Edge,HYK,CT3,2020,2,11,28,Breeding,Female+Juvenile,F_Juv,2,2,0
4108,20200430-WLHYKCT3-IMAG1136,WL,Edge,HYK,CT3,2020,2,4,30,Breeding,Female+Juvenile,F_Juv,2,0,2
4348,20200118-WLMTLCT3-IMAG0178,WL,Edge,MTL,CT3,2020,2,1,18,Breeding,Female+Juvenile,F_Juv,2,2,0
4374,20201104-WLMTLCT4-IMAG0112,WL,Interior,MTL,CT4,2020,2,11,4,Breeding,Female+Juvenile,F_Juv,3,2,2
4381,20200114-WLMTLCT4-IMAG0155,WL,Interior,MTL,CT4,2020,2,1,14,Breeding,Female+Juvenile,F_Juv,2,2,0
4442,20201126-WLMTLCT5-IMAG0072,WL,Interior,MTL,CT5,2020,2,11,26,Breeding,Female+Juvenile,F_Juv,1,1,0
4444,20201127-WLMTLCT5-IMAG0081,WL,Interior,MTL,CT5,2020,2,11,27,Breeding,Female+Juvenile,F_Juv,1,1,0
4455,20201208-WLMTLCT5-IMAG0110,WL,Interior,MTL,CT5,2020,2,12,8,Breeding,Female+Juvenile,F_Juv,2,1,1
4482,20200101-WLMTLCT5-IMAG0072,WL,Interior,MTL,CT5,2020,2,1,1,Breeding,Female+Juvenile,F_Juv,1,0,1
4485,20200127-WLMTLCT5-IMAG0106,WL,Interior,MTL,CT5,2020,2,1,27,Breeding,Female+Juvenile,F_Juv,2,1,1
4720,20200417-WLMTLCT6-IMAG0300,WL,Interior,MTL,CT6,2020,2,4,17,Breeding,Female+Juvenile,F_Juv,4,2,2
4887,20201118-WLSBMCT2-IMAG0100,WL,Edge,SBM,CT2,2020,2,11,18,Breeding,Female+Juvenile,F_Juv,3,2,1
4891,20201121-WLSBMCT2-IMAG0107,WL,Edge,SBM,CT2,2020,2,11,21,Breeding,Female+Juvenile,F_Juv,1,1,0
4910,20200116-WLSBMCT2-IMAG0187,WL,Edge,SBM,CT2,2020,2,1,16,Breeding,Female+Juvenile,F_Juv,2,1,1
4913,20200128-WLSBMCT2-IMAG0328,WL,Edge,SBM,CT2,2020,2,1,28,Breeding,Female+Juvenile,F_Juv,2,0,2
4916,20200215-WLSBMCT2-IMAG0416,WL,Edge,SBM,CT2,2020,2,2,15,Breeding,Female+Juvenile,F_Juv,4,2,2
4923,20200307-WLSBMCT2-IMAG0561,WL,Edge,SBM,CT2,2020,2,3,7,Breeding,Female+Juvenile,F_Juv,1,0,1
4928,20200326-WLSBMCT2-IMAG2141,WL,Edge,SBM,CT2,2020,2,3,26,Breeding,Female+Juvenile,F_Juv,1,1,0
5086,20201110-WLSBMCT3-IMAG0042,WL,Edge,SBM,CT3,2020,2,11,10,Breeding,Female+Juvenile,F_Juv,2,2,0
5091,20201127-WLSBMCT3-IMAG0058,WL,Edge,SBM,CT3,2020,2,11,27,Breeding,Female+Juvenile,F_Juv,5,3,2
5100,20201205-WLSBMCT3-IMAG0077,WL,Edge,SBM,CT3,2020,2,12,5,Breeding,Female+Juvenile,F_Juv,1,0,1
5104,20201219-WLSBMCT3-IMAG0100,WL,Edge,SBM,CT3,2020,2,12,19,Breeding,Female+Juvenile,F_Juv,3,3,0
5130,20200122-WLSBMCT3-IMAG0125,WL,Edge,SBM,CT3,2020,2,1,22,Breeding,Female+Juvenile,F_Juv,1,1,0
5132,20200126-WLSBMCT3-IMAG0129,WL,Edge,SBM,CT3,2020,2,1,26,Breeding,Female+Juvenile,F_Juv,2,0,2
5135,20200128-WLSBMCT3-IMAG0131,WL,Edge,SBM,CT3,2020,2,1,28,Breeding,Female+Juvenile,F_Juv,2,2,0
5140,20200201-WLSBMCT3-IMAG0139,WL,Edge,SBM,CT3,2020,2,2,1,Breeding,Female+Juvenile,F_Juv,4,3,1
5152,20200215-WLSBMCT3-IMAG0217,WL,Edge,SBM,CT3,2020,2,2,15,Breeding,Female+Juvenile,F_Juv,1,0,1
5681,20201105-WLSTDCT2-IMAG0065,WL,Edge,STD,CT2,2020,2,11,5,Breeding,Female+Juvenile,F_Juv,2,2,0
17,20210121-DPNHSCT4-IMAG0196,DPN,Interior,HS,CT4,2021,3,1,21,Breeding,Female+Juvenile,F_Juv,1,1,0
51,20210316-DPNHSCT6-IMAG0035,DPN,Interior,HS,CT6,2021,3,3,16,Breeding,Female+Juvenile,F_Juv,2,1,1
94,20210419-DPNHSKCT2-IMAG0220,DPN,Edge,HSK,CT2,2021,3,4,19,Breeding,Female+Juvenile,F_Juv,1,1,0
96,20210419-DPNHSKCT2-IMAG0222,DPN,Edge,HSK,CT2,2021,3,4,19,Breeding,Female+Juvenile,F_Juv,1,0,1
98,20210425-DPNHSKCT2-IMAG0224,DPN,Edge,HSK,CT2,2021,3,4,25,Breeding,Female+Juvenile,F_Juv,1,0,1
891,20210119-DPNTPKCT3-IMAG0305,DPN,Edge,TPK,CT3,2021,3,1,19,Breeding,Female+Juvenile,F_Juv,1,0,1
907,20210126-DPNTPKCT3-IMAG0413,DPN,Edge,TPK,CT3,2021,3,1,26,Breeding,Female+Juvenile,F_Juv,3,3,0
919,20210130-DPNTPKCT3-IMAG0430,DPN,Edge,TPK,CT3,2021,3,1,30,Breeding,Female+Juvenile,F_Juv,2,0,2
926,20210130-DPNTPKCT3-IMAG0432,DPN,Edge,TPK,CT3,2021,3,1,30,Breeding,Female+Juvenile,F_Juv,3,1,2
940,20210131-DPNTPKCT3-IMAG0458,DPN,Edge,TPK,CT3,2021,3,1,31,Breeding,Female+Juvenile,F_Juv,4,2,2
952,20210202-DPNTPKCT3-IMAG0482,DPN,Edge,TPK,CT3,2021,3,2,2,Breeding,Female+Juvenile,F_Juv,5,2,3
959,20210203-DPNTPKCT3-IMAG0490,DPN,Edge,TPK,CT3,2021,3,2,3,Breeding,Female+Juvenile,F_Juv,5,2,3
976,20210207-DPNTPKCT3-IMAG0513,DPN,Edge,TPK,CT3,2021,3,2,7,Breeding,Female+Juvenile,F_Juv,4,4,0
986,20210208-DPNTPKCT3-IMAG0523,DPN,Edge,TPK,CT3,2021,3,2,8,Breeding,Female+Juvenile,F_Juv,4,1,3
1009,20210211-DPNTPKCT3-IMAG0575,DPN,Edge,TPK,CT3,2021,3,2,11,Breeding,Female+Juvenile,F_Juv,7,3,4
1028,20210211-DPNTPKCT3-IMAG0575,DPN,Edge,TPK,CT3,2021,3,2,11,Breeding,Female+Juvenile,F_Juv,3,3,0
1038,20210213-DPNTPKCT3-IMAG0599,DPN,Edge,TPK,CT3,2021,3,2,13,Breeding,Female+Juvenile,F_Juv,1,0,1
1046,20210216-DPNTPKCT3-IMAG0627,DPN,Edge,TPK,CT3,2021,3,2,16,Breeding,Female+Juvenile,F_Juv,3,2,1
1067,20210221-DPNTPKCT3-IMAG0661,DPN,Edge,TPK,CT3,2021,3,2,21,Breeding,Female+Juvenile,F_Juv,4,3,2
1210,20210328-DPNTPKCT4-IMAG0008,DPN,Interior,TPK,CT4,2021,3,3,28,Breeding,Female+Juvenile,F_Juv,1,0,1
1212,20210331-DPNTPKCT4-IMAG0023,DPN,Interior,TPK,CT4,2021,3,3,31,Breeding,Female+Juvenile,F_Juv,4,1,3
1229,20210222-DPNTPKCT4-IMAG0337,DPN,Interior,TPK,CT4,2021,3,2,22,Breeding,Female+Juvenile,F_Juv,4,2,2
1280,20211122-TPLTPL01CT1-IMAG0126,TPL,Edge,TPL01,CT1,2021,3,11,22,Breeding,Female+Juvenile,F_Juv,2,1,1
1284,20211123-TPLTPL01CT1-IMAG0130,TPL,Edge,TPL01,CT1,2021,3,11,23,Breeding,Female+Juvenile,F_Juv,4,2,2
1537,20210222-TPLTPL01CT3-IMAG0352,TPL,Edge,TPL01,CT3,2021,3,2,22,Breeding,Female+Juvenile,F_Juv,3,2,1
1580,20210409-TPLTPL02CT2-IMAG0052,TPL,Edge,TPL02,CT2,2021,3,4,9,Breeding,Female+Juvenile,F_Juv,3,1,2
1717,20211106-WLHKRCT2-IMAG1283,WL,Edge,HKR,CT2,2021,3,11,6,Breeding,Female+Juvenile,F_Juv,3,1,2
1723,20211108-WLHKRCT2-IMAG1290,WL,Edge,HKR,CT2,2021,3,11,8,Breeding,Female+Juvenile,F_Juv,2,1,1
1931,20210421-WLHKRCT3-IMAG0110,WL,Edge,HKR,CT3,2021,3,4,21,Breeding,Female+Juvenile,F_Juv,2,1,1
1934,20210421-WLHKRCT3-IMAG0111,WL,Edge,HKR,CT3,2021,3,4,21,Breeding,Female+Juvenile,F_Juv,2,2,0
2055,20210412-WLHLRCT1-IMAG0159,WL,Edge,HLR,CT1,2021,3,4,12,Breeding,Female+Juvenile,F_Juv,1,0,1
2065,20210311-WLHLRCT2-IMAG0055,WL,Edge,HLR,CT2,2021,3,3,11,Breeding,Female+Juvenile,F_Juv,1,1,0
2076,20210408-WLHLRCT2-IMAG0255,WL,Edge,HLR,CT2,2021,3,4,8,Breeding,Female+Juvenile,F_Juv,1,0,1
2198,20210403-WLHLRCT3-IMAG0048,WL,Edge,HLR,CT3,2021,3,4,3,Breeding,Female+Juvenile,F_Juv,1,0,1
2202,20210409-WLHLRCT3-IMAG0062,WL,Edge,HLR,CT3,2021,3,4,9,Breeding,Female+Juvenile,F_Juv,4,1,2
2460,20210122-WLHMMCT2-IMAG0163,WL,Edge,HMM,CT2,2021,3,1,22,Breeding,Female+Juvenile,F_Juv,2,0,2
2790,20210128-WLHTHCT2-IMAG0064,WL,Edge,HTH,CT2,2021,3,1,28,Breeding,Female+Juvenile,F_Juv,2,0,2
2823,20210320-WLHTHCT3-IMAG0156,WL,Edge,HTH,CT3,2021,3,3,20,Breeding,Female+Juvenile,F_Juv,1,0,1
2830,20210324-WLHTHCT3-IMAG0177,WL,Edge,HTH,CT3,2021,3,3,24,Breeding,Female+Juvenile,F_Juv,1,0,1
2833,20210329-WLHTHCT3-IMAG0182,WL,Edge,HTH,CT3,2021,3,3,29,Breeding,Female+Juvenile,F_Juv,3,2,1
3316,20211113-WLHTPCT2-IMAG0383,WL,Edge,HTP,CT2,2021,3,11,13,Breeding,Female+Juvenile,F_Juv,3,2,1
3324,20211124-WLHTPCT2-IMAG0397,WL,Edge,HTP,CT2,2021,3,11,24,Breeding,Female+Juvenile,F_Juv,2,2,0
3332,20210316-WLHTPCT2-IMAG0047,WL,Edge,HTP,CT2,2021,3,3,16,Breeding,Female+Juvenile,F_Juv,1,0,1
3350,20210407-WLHTPCT2-IMAG0243,WL,Edge,HTP,CT2,2021,3,4,7,Breeding,Female+Juvenile,F_Juv,4,2,2
3364,20210418-WLHTPCT2-IMAG0347,WL,Edge,HTP,CT2,2021,3,4,18,Breeding,Female+Juvenile,F_Juv,2,2,0
3369,20210419-WLHTPCT2-IMAG0357,WL,Edge,HTP,CT2,2021,3,4,19,Breeding,Female+Juvenile,F_Juv,1,0,1
3903,20210401-WLHTPCT3-IMAG0544,WL,Edge,HTP,CT3,2021,3,4,1,Breeding,Female+Juvenile,F_Juv,1,0,1
3920,20210428-WLHTPCT3-IMAG1478,WL,Edge,HTP,CT3,2021,3,4,28,Breeding,Female+Juvenile,F_Juv,1,0,1
3925,20210429-WLHTPCT3-IMAG1492,WL,Edge,HTP,CT3,2021,3,4,29,Breeding,Female+Juvenile,F_Juv,2,1,1
3988,20210311-WLHYKCT2-IMAG0571,WL,Edge,HYK,CT2,2021,3,3,11,Breeding,Female+Juvenile,F_Juv,1,1,0
3990,20210313-WLHYKCT2-IMAG0589,WL,Edge,HYK,CT2,2021,3,3,13,Breeding,Female+Juvenile,F_Juv,1,1,0
4010,20211103-WLHYKCT3-IMAG0168,WL,Edge,HYK,CT3,2021,3,11,3,Breeding,Female+Juvenile,F_Juv,1,0,1
4013,20211117-WLHYKCT3-IMAG0182,WL,Edge,HYK,CT3,2021,3,11,17,Breeding,Female+Juvenile,F_Juv,4,2,2
4255,20210410-WLHYKCT3-IMAG0121,WL,Edge,HYK,CT3,2021,3,4,10,Breeding,Female+Juvenile,F_Juv,3,3,0
4267,20210423-WLHYKCT3-IMAG0137,WL,Edge,HYK,CT3,2021,3,4,23,Breeding,Female+Juvenile,F_Juv,1,0,1
4286,20210430-WLMTLCT2-IMAG0351,WL,Edge,MTL,CT2,2021,3,4,30,Breeding,Female+Juvenile,F_Juv,1,1,0
4308,20210420-WLMTLCT3-IMAG0095,WL,Edge,MTL,CT3,2021,3,4,20,Breeding,Female+Juvenile,F_Juv,1,1,0
4310,20210421-WLMTLCT3-IMAG0097,WL,Edge,MTL,CT3,2021,3,4,21,Breeding,Female+Juvenile,F_Juv,1,0,1
4392,20210311-WLMTLCT5-IMAG0028,WL,Interior,MTL,CT5,2021,3,3,11,Breeding,Female+Juvenile,F_Juv,2,0,2
4396,20210315-WLMTLCT5-IMAG0059,WL,Interior,MTL,CT5,2021,3,3,15,Breeding,Female+Juvenile,F_Juv,5,3,2
4462,20210202-WLMTLCT5-IMAG0167,WL,Interior,MTL,CT5,2021,3,2,2,Breeding,Female+Juvenile,F_Juv,1,1,0
4466,20210207-WLMTLCT5-IMAG0175,WL,Interior,MTL,CT5,2021,3,2,7,Breeding,Female+Juvenile,F_Juv,1,1,0
4470,20210215-WLMTLCT5-IMAG0191,WL,Interior,MTL,CT5,2021,3,2,15,Breeding,Female+Juvenile,F_Juv,1,0,1
4473,20210217-WLMTLCT5-IMAG0203,WL,Interior,MTL,CT5,2021,3,2,17,Breeding,Female+Juvenile,F_Juv,3,2,1
4516,20210406-WLMTLCT6-IMAG0939,WL,Interior,MTL,CT6,2021,3,4,6,Breeding,Female+Juvenile,F_Juv,2,1,1
4520,20210414-WLMTLCT6-IMAG0942,WL,Interior,MTL,CT6,2021,3,4,14,Breeding,Female+Juvenile,F_Juv,1,0,1
4525,20210423-WLMTLCT6-IMAG0947,WL,Interior,MTL,CT6,2021,3,4,23,Breeding,Female+Juvenile,F_Juv,2,0,2
4530,20210426-WLMTLCT6-IMAG0951,WL,Interior,MTL,CT6,2021,3,4,26,Breeding,Female+Juvenile,F_Juv,2,1,1
4893,20210225-WLSBMCT2-IMAG0416,WL,Edge,SBM,CT2,2021,3,2,25,Breeding,Female+Juvenile,F_Juv,2,1,1
4896,20210225-WLSBMCT2-IMAG0417,WL,Edge,SBM,CT2,2021,3,2,25,Breeding,Female+Juvenile,F_Juv,3,2,1
5110,20210106-WLSBMCT3-IMAG0125,WL,Edge,SBM,CT3,2021,3,1,6,Breeding,Female+Juvenile,F_Juv,1,1,0
5113,20210201-WLSBMCT3-IMAG0168,WL,Edge,SBM,CT3,2021,3,2,1,Breeding,Female+Juvenile,F_Juv,3,2,1
5117,20210217-WLSBMCT3-IMAG0599,WL,Edge,SBM,CT3,2021,3,2,17,Breeding,Female+Juvenile,F_Juv,3,3,0
5121,20210226-WLSBMCT3-IMAG1342,WL,Edge,SBM,CT3,2021,3,2,26,Breeding,Female+Juvenile,F_Juv,2,0,2
5395,20210419-WLSBMCT4-IMAG0047,WL,Interior,SBM,CT4,2021,3,4,19,Breeding,Female+Juvenile,F_Juv,2,1,1
5405,20210105-WLSBMCT4-IMAG0052,WL,Interior,SBM,CT4,2021,3,1,5,Breeding,Female+Juvenile,F_Juv,1,0,1
5407,20210128-WLSBMCT4-IMAG0160,WL,Interior,SBM,CT4,2021,3,1,28,Breeding,Female+Juvenile,F_Juv,3,2,1
5559,20210428-WLSTDCT2-IMAG0180,WL,Edge,STD,CT2,2021,3,4,28,Breeding,Female+Juvenile,F_Juv,1,0,1
